customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias
7089-ivvaz,Yes,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,3.445
7089-rkvsz,No,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,203.95,0.8133333333333332
7089-xxayg,No,Male,0,Yes,No,25,No,No phone service,Dsl,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,1.27
7094-mszao,No,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,0.6683333333333333
7096-uclnh,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0.6683333333333333
7096-znbzi,No,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,0.8816666666666666
7100-fqprv,No,Male,0,Yes,Yes,43,Yes,Yes,Dsl,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,2.396666666666667
7101-hrblj,No,Female,0,Yes,Yes,72,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,2.79
7102-jjvtx,No,Female,0,Yes,Yes,9,Yes,No,Dsl,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,1.62
7103-ipxpj,No,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,99.4,5059.75,3.3133333333333335
7103-zgvnt,No,Female,0,Yes,Yes,69,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,2.4566666666666666
7105-benqf,No,Male,0,No,Yes,15,Yes,No,Dsl,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,2.1616666666666666
7105-mxjll,No,Female,1,Yes,No,26,Yes,No,Dsl,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,2.0233333333333334
7107-ubyky,No,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,0.8583333333333333
7108-dgvuu,No,Female,1,Yes,No,21,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,2.39
7109-cqyuz,No,Male,0,No,No,52,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,2.975
7109-mfbyv,No,Male,0,No,No,26,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,1.5150000000000001
7110-bdtwg,No,Female,0,Yes,No,71,No,No phone service,Dsl,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,1.5683333333333331
7112-opotk,Yes,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,2.275
7113-hipfi,No,Male,0,Yes,Yes,66,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,2.195
7114-aeoze,No,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,0.6616666666666667
7115-irdhs,No,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,0.8216666666666667
7120-rfmvs,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,2.816666666666667
7123-wquhx,No,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,3.1666666666666665
7124-ugsur,Yes,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,3.48
7126-rbhsd,No,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,2.6300000000000003
7128-ggcno,No,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,2.4266666666666667
7129-acfog,No,Female,0,No,No,5,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,1.7933333333333332
7129-azjde,No,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,2.631666666666667
7129-cakjw,No,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,2.6683333333333334
7130-ctcus,No,Male,1,Yes,No,16,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,1.8183333333333331
7130-vtewq,Yes,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,2.525
7130-yxbro,No,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,3.7150000000000003
7131-zqznk,No,Female,0,Yes,Yes,60,No,No phone service,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,1.995
7133-vbdcg,Yes,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,2.6616666666666666
7134-hbpbs,No,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,3.603333333333333
7134-mjpdy,No,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,3.4283333333333332
7136-ihzja,No,Female,0,Yes,Yes,40,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,2.378333333333333
7136-rvdtz,Yes,Male,1,No,No,70,No,No phone service,Dsl,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,1.5083333333333333
7137-naxml,No,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,0.6716666666666666
7137-rylpp,Yes,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,2.856666666666667
7138-girsh,No,Male,0,No,No,50,Yes,Yes,Dsl,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,2.316666666666667
7139-jzfvg,No,Male,0,Yes,Yes,60,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,2.0166666666666666
7140-adsmj,No,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,0.6816666666666666
7142-hvgbg,Yes,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,3.433333333333333
7143-bqiba,No,Male,0,No,No,10,Yes,No,Dsl,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,2.075
7145-fejwu,No,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,3.51
7147-aybaa,No,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,2.3449999999999998
7148-xzpha,No,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,2.646666666666667
7153-chrbv,No,Female,0,Yes,Yes,57,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,1.9766666666666666
7153-oanio,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,2.3316666666666666
7156-mhugy,Yes,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,3.0166666666666666
7156-mxbje,No,Female,0,No,No,43,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,2.8366666666666664
7157-smcfk,No,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0.6583333333333333
7159-fvypk,No,Female,0,Yes,Yes,3,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,2.305
7159-nokyq,No,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,3.105
7161-dfhuf,No,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,0.795
7162-wphpm,No,Male,0,Yes,Yes,58,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,2.3866666666666663
7163-oceqi,No,Male,0,Yes,Yes,22,Yes,Yes,Dsl,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,2.621666666666667
7164-bptut,No,Male,0,No,Yes,57,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,5012.35,2.985
7167-pceyd,No,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,0.66
7168-hdqhg,No,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,0.64
7169-ywamk,No,Male,0,Yes,Yes,72,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,2.2800000000000002
7173-tetgo,No,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,2.6166666666666667
7175-ntixe,No,Female,0,No,No,25,Yes,No,Dsl,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,2.5383333333333336
7176-wionm,No,Female,0,Yes,No,12,No,No phone service,Dsl,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,1.6616666666666666
7176-wrtnx,No,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,3.8316666666666666
7180-pisog,Yes,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,2.4833333333333334
7181-bqybv,Yes,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,3.415
7181-oqcut,No,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,3.4616666666666664
7182-ovlbj,No,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,3.371666666666667
7184-lruur,No,Female,0,No,No,22,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,2.175
7188-cbbba,No,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,3.183333333333333
7190-xhtwj,No,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,0.6433333333333333
7191-adrgf,No,Male,0,Yes,No,44,No,No phone service,Dsl,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,1.8099999999999998
7196-liwrh,No,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,0.6516666666666667
7197-vojmm,No,Male,0,Yes,No,67,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,2.3066666666666666
7198-glxtc,Yes,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,2.6333333333333333
7203-oykct,No,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,7544.3,3.4983333333333335
7205-baiad,No,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,0.6866666666666668
7206-gzcdc,Yes,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,2.308333333333333
7206-pqbbz,No,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,2.3400000000000003
7207-rmrdb,Yes,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,3.5166666666666666
7208-psihr,No,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,3.4766666666666666
7209-jcuds,Yes,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,3.1633333333333336
7216-ewtrs,Yes,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,3.36
7216-kaoid,No,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,0.65
7217-jyhoq,No,Male,0,Yes,Yes,24,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,2.3433333333333333
7218-hkqfk,Yes,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,3.14
7219-tlzho,No,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0.6950000000000001
7225-cbzpl,No,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,1563.9,3.1599999999999997
7225-iilwy,No,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,0.8583333333333333
7228-omtpn,Yes,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,2.9483333333333333
7228-paqpd,No,Female,0,No,No,14,Yes,No,Dsl,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,1.97
7233-drtrf,No,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,3.4133333333333336
7233-ioqnp,No,Female,0,Yes,No,43,No,No phone service,Dsl,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,1.1333333333333333
7233-pahhl,No,Male,0,Yes,Yes,66,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,2.8
7234-fecyn,Yes,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,3.378333333333333
7234-kmnrq,No,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,0.6333333333333333
7235-nxzcp,Yes,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,2.4949999999999997
7239-hzzcx,Yes,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0.6583333333333333
7240-etptr,Yes,Female,0,Yes,No,9,No,No phone service,Dsl,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,1.625
7240-fqlhe,Yes,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,3.325
7241-ajhfs,No,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,2.921666666666667
7242-edtyc,No,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,819.95,0.6516666666666667
7242-qzlxf,Yes,Male,0,No,Yes,1,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,0.8433333333333334
7243-lcggz,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0.6966666666666667
7244-kxyzn,No,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,0.6816666666666666
7244-qwyhg,No,Male,0,Yes,No,50,No,No phone service,Dsl,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,1.4816666666666667
7245-jmttq,No,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,3.716666666666667
7245-niiwq,No,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,2.328333333333333
7246-zgqdf,No,Female,0,No,Yes,1,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,1.8166666666666667
7247-xozpb,No,Male,0,Yes,No,53,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,4155.95,2.58
7248-vzqlc,Yes,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,2.8400000000000003
7249-wbiyx,Yes,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,2.853333333333333
7250-eqkiy,Yes,Female,0,Yes,Yes,1,Yes,No,Dsl,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,1.6816666666666669
7251-ljbqn,No,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,3.4583333333333335
7251-xfoil,No,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,2.9733333333333336
7252-ntgss,No,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,1.505
7253-uvndw,Yes,Female,0,No,No,46,Yes,No,Dsl,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,1.8116666666666668
7254-iqwoz,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,2.3216666666666668
7255-ssfbc,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,3.7416666666666667
7266-gssjx,No,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,0.6816666666666666
7267-frmjw,No,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,0.67
7268-igmfd,No,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,3.1300000000000003
7268-wntcp,No,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,1297.35,0.6816666666666666
7269-jiscy,No,Female,0,No,No,55,Yes,No,Dsl,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,1.5016666666666665
7270-bdioa,Yes,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,3.0
7271-ajdtl,No,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,3.1483333333333334
7272-qdcka,No,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,3.3400000000000003
7273-tefqd,Yes,Male,1,No,No,3,No,No phone service,Dsl,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,1.3716666666666666
7274-cgtod,No,Male,0,No,No,62,No,No phone service,Dsl,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,1.4566666666666668
7274-rtapz,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,3.018333333333333
7277-kamwt,No,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,268.45,0.6666666666666666
7277-ozcgz,No,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,2.9683333333333333
7278-ckdnc,No,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,2.683333333333333
7279-buywn,Yes,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,3.7733333333333334
7279-nmvjc,No,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,0.6633333333333333
7284-buyec,No,Female,0,No,No,5,No,No phone service,Dsl,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,1.6983333333333335
7284-zzloh,No,Male,0,Yes,No,45,Yes,No,Dsl,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,1.7766666666666666
7285-klotr,No,Female,0,Yes,No,12,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,2.628333333333333
7291-cdtmj,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,0.6549999999999999
7293-lscdv,No,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,0.6416666666666667
7294-tmaop,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,3.018333333333333
7295-jommd,Yes,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,3.27
7296-pixqy,No,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,2.3400000000000003
7297-dvyga,No,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,0.6616666666666667
7298-izwly,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0.6466666666666666
7299-gnvpl,No,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,2.8133333333333335
7301-abvad,No,Female,0,No,No,72,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,2.8866666666666663
7302-zhmhp,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,0.6383333333333333
7305-zwmaj,No,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,587.1,0.69
7306-ydsoi,No,Male,0,Yes,Yes,69,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,1.9916666666666667
7310-egvhz,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0.6733333333333333
7311-mqjch,No,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,0.6516666666666667
7312-xsbat,No,Male,0,No,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,1.6583333333333334
